;"incorrect_sentence";"correct_sentences";"topics";"entered"
1174;"The most part of my friends are travelling now.";"Most of my friends are travelling now.";"Quantifiers / Nouns
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1175;"It's 10 o' clock in the night.";"It's 10 o' clock at night.";"Prepositions
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1176;"I was good student.";"I was a good student.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1177;"I have loved the music since I started playing it.";"I have loved music since I started playing it.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1178;"I always love people wrong way.";"I always love people the wrong way.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1179;"He got married after the high school.";"He got married after high school.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1180;"Two years ago I watched the movie that's really famous.";"Two years ago I watched a movie that's really famous.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1181;"It's not expensive place.";"It's not an expensive place.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1182;"The most part of people earn the minimum wage.";"Most people earn the minimum wage.";"Quantifiers / Nouns
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1183;"Painting is a way to escape the reality.";"Painting is a way to escape reality.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1184;"I have same answer.";"I have the same answer.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1185;"I like sunbathing, but not all the day.";"I like sunbathing, but not all day.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1186;"It's really healthy for body.";"It's really healthy for the body.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1187;"I try to go to the bed earlier, but it's difficult.";"I try to go to bed earlier, but it's difficult.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1188;"The technology can help us a lot.";"Technology can help us a lot.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1189;"One of the most important people in the history is Christ.";"One of the most important people in history is Christ.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1190;"If you have a money, you can do it.";"If you have money, you can do it.";"Quantifiers / Nouns
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1191;"I love taking care of the people.";"I love taking care of people.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1192;"He's making the difference in the world.";"He's making a difference in the world.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1193;"I was never really good in the school.";"I was never really good in school.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1194;"One of our main natural resources is the water.";"One of our main natural resources is water.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1195;"In the USA, the people is keen on reality shows.";"In the USA, people are keen on reality shows.";"Subject-Verb Agreement (he/she/it)
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1196;"The next morning I woke up early to go to the work.";"The next morning I woke up early to go to work.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1197;"It's about the first women who worked at the NASA.";"It's about the first women who worked at NASA.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1198;"The beauty is really important for women.";"Beauty is really important for women.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1199;"He's allergic to the dogs.";"He's allergic to dogs.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1200;"For Chinese people, the socialism is like the monarchy in the U.K.";"For Chinese people, socialism is like the monarchy in the U.K.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1201;"My family has a lot of problems with the health.";"My family has a lot of problems with health.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1202;"My mother always watches the football on TV.";"My mother always watches football on TV.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1203;"It was normal when we were a child.";"It was normal when we were children.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1204;"When you talk to another people, you have to be able to understand different accents.";"When you talk to other people, you have to be able to understand different accents.";"Word Confusion
Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1205;"She's a nice person in the real life.";"She's a nice person in real life.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1206;"I consider myself someone who enjoys the nature.";"I consider myself someone who enjoys nature.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1207;"We have a nice weather.";"We have nice weather.";"Articles (a/an/the)";"2024-08-07 09:08:26.969035"
1208;"I prefer don't remember that.";"I prefer not to remember that.";"To + Infinitive";"2024-09-27 08:37:15.672941"
1209;"They made a cheat in the emissions test.";"They cheated in the emissions test.
They cheated on the emissions test.";"Word Confusion
Parts of Speech";"2024-09-27 08:37:15.672941"
1210;"She told that it's not real.";"She said that it wasn't real.";"Word Confusion
Tenses
Reported Speech";"2024-09-27 08:37:15.688567"
1211;"It has the same ingredients than other yogurts.";"It has the same ingredients as other yogurts.";"Prepositions
Comparatives and Superlatives";"2024-09-27 08:37:15.703103"
1212;"These things happens.";"These things happen.";"Subject-Verb Agreement (he/she/it)";"2024-09-27 08:37:15.705261"
1213;"Here we don't have nothing similar.";"Here we don't have anything similar.";"Some Any No";"2024-09-27 08:37:15.715942"
1214;"I need to know if it's a safe place for go alone.";"I need to know if it's a safe place to go alone.";"To + Infinitive
To / For";"2024-09-27 08:37:15.719348"
1215;"Each year we will growth.";"Each year we will grow.";"Parts of Speech";"2024-09-27 08:37:15.723341"
1216;"Depend of the hotel, it's about 100 euros per night.";"Depending on the hotel, it's about 100 euros per night.";"Prepositions
Participles";"2024-09-27 08:37:15.730912"
1217;"This information is not available for us.";"This information is not available to us.";"Prepositions";"2024-09-27 08:37:15.734397"
1218;"In my currently job, I usually point out people's mistakes.";"In my current job, I usually point out people's mistakes.";"Parts of Speech";"2024-09-27 08:37:15.734397"
1219;"I don't forget that easy.";"I don't forget that easily.";"Parts of Speech";"2024-09-27 08:37:15.734397"
1220;"Is difficult when you're starting just to learn.";"It's difficult when you're just starting to learn.";"It / Pronouns";"2024-09-27 08:37:15.750027"
1221;"It's one of the deepest canyon in the world.";"It's one of the deepest canyons in the world.";"Quantifiers / Nouns
Comparatives and Superlatives";"2024-09-27 08:43:33.359831"
1222;"Ireland is similar than my region.";"Ireland is similar to my region.";"Prepositions
Comparatives and Superlatives";"2024-09-27 08:43:33.375455"
1223;"Things have changed with the pass of the years.";"Things have changed over the years.
Things have changed with the passing of the years.";"Parts of Speech";"2024-09-27 08:43:33.463908"
1224;"He was staring me.";"He was staring at me.";"Prepositions";"2024-09-27 08:43:33.493103"
1225;"He know a lot of things.";"He knows a lot of things.";"Subject-Verb Agreement (he/she/it)";"2024-09-27 08:43:33.494964"
1226;"Most people doesn't know this about my country.";"Most people don't know this about my country.";"Subject-Verb Agreement (he/she/it)";"2024-09-27 08:43:33.494964"
1227;"Everybody do this in the wrong way.";"Everybody does this in the wrong way.";"Subject-Verb Agreement (he/she/it)";"2024-09-27 08:59:54.461194"
1228;"How can we cook properly pasta?";"How can we cook pasta properly?";"Word Order";"2024-09-27 09:00:23.287923"
1229;"We have to wait for boil the water.";"We have to wait for the water to boil.";"Word Order
To + Infinitive";"2024-09-27 09:01:02.590700"
1230;"Are you thinking to move to a different country?";"Are you thinking of moving to a different country?";"Prepositions
Gerunds";"2024-09-27 09:01:33.352765"
1231;"For how long have you been here?";"How long have you been here?";"Questions
Prepositions";"2024-09-27 09:01:59.003792"
1232;"In despite of the hot weather, we don't use to drink iced coffee.";"Despite the hot weather, we don't usually drink iced coffee.
In spite of the hot weather, we don't usually drink iced coffee.";"Tenses
Prepositions";"2024-09-27 09:03:01.417231"
1233;"Who have the power also have a lot of corruption.";"Whoever has the power also has a lot of corruption.";"Word Confusion
Subject-Verb Agreement (he/she/it)";"2024-09-27 09:03:59.618825"
1234;"Now we start to feel the consequence of globalisation.";"Now we're starting to feel the consequences of globalisation.";"Tenses
Quantifiers / Nouns";"2024-09-27 09:05:35.366401"
1235;"I'm not interested on what other people post.";"I'm not interested in what other people post.";"Prepositions";"2024-09-27 09:06:04.523274"
1236;"Most of people use the car.";"Most people use cars.";"Quantifiers / Nouns
Articles (a/an/the)";"2024-09-27 09:06:50.271398"
1237;"My hometown is a countryside.";"My hometown is a village.
My hometown is in the countryside.";"Word Confusion
Prepositions";"2024-09-27 09:07:56.444583"
